# Avastel long time infected IPs blocklist
# Last update: Mon Mar 04 2024 00:03:51 GMT+0000 (Coordinated Universal Time)
# Number IPs blocked: 12735

ip_address;num_days;autonomous_system
83.174.221.232;30;PJSC Bashinformsvyaz
83.208.254.46;54;O2 Czech Republic, a.s.
83.218.168.118;32;myNet GmbH
83.219.20.100;42;Rostelecom
83.219.158.174;22;TIS Dialog LLC
83.220.109.10;26;T-Mobile Polska S.A.
83.220.232.68;31;PVimpelCom
83.220.237.227;23;PVimpelCom
83.221.103.137;43;Telecom Italia
83.221.161.9;44;Sharq Telekom CJSC
83.221.202.187;29;Rostelecom
83.221.204.44;55;Rostelecom
83.221.222.124;50;Rostelecom
83.234.18.108;36;Joint Stock Company TransTeleCom
83.234.25.198;51;Joint Stock Company TransTeleCom
83.234.177.54;33;Joint Stock Company TransTeleCom
83.234.177.149;29;Joint Stock Company TransTeleCom
83.234.177.184;48;Joint Stock Company TransTeleCom
83.235.189.196;59;OTEnet S.A.
83.239.10.42;25;Rostelecom
83.239.25.174;35;Rostelecom
83.239.29.234;24;Rostelecom
83.239.30.230;21;Rostelecom
83.239.35.254;29;Rostelecom
83.239.51.146;51;Rostelecom
83.239.54.178;35;Rostelecom
83.239.62.122;57;Rostelecom
83.239.69.82;20;Rostelecom
83.239.74.58;41;Rostelecom
83.239.82.198;53;Rostelecom
83.239.83.110;56;Rostelecom
83.239.84.34;23;Rostelecom
83.239.88.46;53;Rostelecom
83.239.90.174;39;Rostelecom
83.239.91.252;56;Rostelecom
83.239.91.253;56;Rostelecom
83.239.97.105;58;Rostelecom
83.239.99.22;34;Rostelecom
83.239.99.95;59;Rostelecom
83.239.108.234;56;Rostelecom
83.239.117.66;20;Rostelecom
83.239.144.54;20;Rostelecom
83.239.162.122;40;Rostelecom
83.239.168.194;30;Rostelecom
83.239.186.162;31;Rostelecom
83.239.189.162;51;Rostelecom
83.239.229.32;16;Rostelecom
83.240.179.190;46;Servicos De Comunicacoes E Multimedia S.A.
83.241.136.162;55;GlobalConnect AB
83.241.136.174;42;GlobalConnect AB
84.14.57.82;26;COLT Technology Services Group Limited
84.17.23.50;38;MTS PJSC
84.17.23.59;51;MTS PJSC
84.18.127.18;28;Pjsc tattelecom
84.22.138.113;28;Igra-Service LLC
84.36.23.43;32;
84.36.38.102;44;Etisalat Misr
84.39.248.183;34;JSC Ufanet
84.51.42.120;33;Tellcom Iletisim Hizmetleri A.s.
84.52.99.72;34;JSC ER-Telecom Holding
84.52.122.77;45;JSC ER-Telecom Holding
84.53.244.90;51;Rostelecom
84.54.5.97;38;KrasPromStroy, LLC
84.54.51.33;18;ATT-INTERNET4
84.54.51.49;27;ATT-INTERNET4
84.54.51.141;16;ATT-INTERNET4
84.54.70.37;20;Uzbektelekom Joint Stock Company
84.54.73.74;23;Uzbektelekom Joint Stock Company
84.54.203.130;48;Rostelecom
84.54.206.98;28;Rostelecom
84.94.63.237;20;Partner Communications Ltd.
84.110.42.234;59;Bezeq International
84.110.146.214;41;Bezeq International
84.197.31.168;40;Telenet BVBA
84.198.246.171;57;Telenet BVBA
84.204.13.194;54;PJSC MegaFon
84.204.24.186;45;PJSC MegaFon
84.205.96.18;42;City Stars
84.205.106.96;40;City Stars
84.205.106.170;44;City Stars
84.235.83.162;52;Saudi Telecom Company JSC
84.246.251.8;17;Riedel Networks GmbH & Co. KG.
84.252.156.194;30;NLS Kazakhstan LLC
84.253.98.122;51;Moscow Center of New Telecommunication Technologies JSC
84.253.138.114;41;Irideos S.p.A.
84.254.53.169;50;Wind Hellas Telecommunications SA
85.5.89.232;42;Bluewin
85.12.196.145;55;INSYS LLC
85.12.235.229;25;INSYS LLC
85.15.189.175;30;Rostelecom
85.29.136.62;55;Kar-Tel LLC
85.29.155.234;59;Kar-Tel LLC
85.30.199.176;21;Rostelecom
85.30.219.198;27;Rostelecom
85.30.244.186;54;Rostelecom
85.41.46.117;16;Telecom Italia
85.62.33.188;43;Orange Espagne SA
85.62.33.190;49;Orange Espagne SA
85.62.33.201;58;Orange Espagne SA
85.62.36.43;49;Orange Espagne SA
85.69.243.120;39;SFR SA
85.70.48.189;16;O2 Czech Republic, a.s.
85.72.38.157;46;OTEnet S.A.
85.72.39.196;39;OTEnet S.A.
85.72.60.125;29;OTEnet S.A.
85.72.65.0;50;OTEnet S.A.
85.90.246.159;32;Linode, LLC
85.92.121.168;28;Optinet LLP
85.92.123.83;33;Optinet LLP
85.93.35.17;28;Rostelecom
85.93.48.101;50;Rostelecom
85.95.116.226;48;Wavenet Limited
85.96.177.109;22;Turk Telekom
85.96.177.239;21;Turk Telekom
85.96.187.141;36;Turk Telekom
85.96.188.168;54;Turk Telekom
85.96.189.188;43;Turk Telekom
85.96.207.184;57;Turk Telekom
85.96.249.201;28;Turk Telekom
85.97.188.118;54;Turk Telekom
85.97.201.136;25;Turk Telekom
85.98.45.109;24;Turk Telekom
85.98.209.83;47;Turk Telekom
85.98.211.172;30;Turk Telekom
85.99.99.152;26;Turk Telekom
85.99.100.79;20;Turk Telekom
85.100.115.153;36;Turk Telekom
85.102.11.179;20;Turk Telekom
85.104.104.213;50;Turk Telekom
85.104.116.129;19;Turk Telekom
85.104.120.182;57;Turk Telekom
85.105.42.85;43;Turk Telekom
85.105.50.129;29;Turk Telekom
85.105.58.71;18;Turk Telekom
85.105.60.20;47;Turk Telekom
85.105.74.194;59;Turk Telekom
85.105.86.5;49;Turk Telekom
85.105.87.67;39;Turk Telekom
85.105.90.38;23;Turk Telekom
85.105.93.7;16;Turk Telekom
85.105.99.245;21;Turk Telekom
85.105.112.123;51;Turk Telekom
85.105.116.145;20;Turk Telekom
85.105.146.183;59;Turk Telekom
85.105.180.171;52;Turk Telekom
85.105.184.154;36;Turk Telekom
85.105.188.81;52;Turk Telekom
85.105.204.123;43;Turk Telekom
85.105.208.128;53;Turk Telekom
85.105.224.117;30;Turk Telekom
85.105.225.185;16;Turk Telekom
85.105.230.144;34;Turk Telekom
85.105.237.214;49;Turk Telekom
85.105.242.74;26;Turk Telekom
85.105.243.22;50;Turk Telekom
85.105.254.197;41;Turk Telekom
85.107.80.188;20;Turk Telekom
85.107.101.151;24;Turk Telekom
85.107.127.6;19;Turk Telekom
85.109.159.15;37;Turk Telekom
85.109.179.10;57;Turk Telekom
85.109.181.70;15;Turk Telekom
85.112.58.29;40;Rostelecom
85.112.195.112;50;Linkt SAS
85.113.17.178;54;OJSC Kyrgyztelecom
85.113.17.187;56;OJSC Kyrgyztelecom
85.113.140.77;18;LLC Intercon
85.114.207.229;42;PE Tetyana Mysyk
85.116.106.94;53;Rostelecom
85.116.117.30;50;Rostelecom
85.116.120.50;52;Rostelecom
85.116.124.242;58;Rostelecom
85.125.111.68;37;T-Mobile Austria GmbH
85.132.4.196;48;Delta Telecom Ltd
85.132.5.222;19;Delta Telecom Ltd
85.132.13.38;52;Delta Telecom Ltd
85.132.13.61;17;Delta Telecom Ltd
85.132.16.200;59;Internet Center of Nakhchivan Autonomous Republic
85.132.17.174;43;Delta Telecom Ltd
85.132.18.210;52;Delta Telecom Ltd
85.132.29.226;44;Delta Telecom Ltd
85.132.71.21;50;Delta Telecom Ltd
85.132.75.10;40;Delta Telecom Ltd
85.140.63.240;54;MTS PJSC
85.159.216.70;54;Batelco Jordan
85.159.216.130;36;Batelco Jordan
85.172.25.130;56;Rostelecom
85.172.28.70;50;Rostelecom
85.172.31.107;44;Rostelecom
85.172.79.11;33;Rostelecom
85.172.93.132;18;Rostelecom
85.172.106.42;52;Rostelecom
85.172.108.34;46;Rostelecom
85.172.120.50;42;Rostelecom
85.172.170.162;55;Rostelecom
85.172.189.90;35;Rostelecom
85.173.82.226;39;Rostelecom
85.173.85.214;50;Rostelecom
85.174.82.194;47;Rostelecom
85.174.84.162;55;Rostelecom
85.175.57.34;51;Rostelecom
85.175.60.34;58;Rostelecom
85.175.81.58;49;Rostelecom
85.175.96.30;36;Rostelecom
85.175.99.67;45;Rostelecom
85.175.171.245;42;Rostelecom
85.175.172.37;48;Rostelecom
85.175.226.124;43;Rostelecom
85.187.244.22;39;SKYNET BULGARIA Ltd.
85.192.131.96;35;Rostelecom
85.192.147.108;51;Rostelecom
85.192.154.11;30;Rostelecom
85.192.159.89;44;Rostelecom
85.192.165.49;40;Rostelecom
85.192.184.114;16;Rostelecom
85.192.189.84;16;Rostelecom
85.193.96.70;34;Mobile Telecom-Service LLP
85.194.89.242;52;GulfNet KSA
85.198.129.34;42;Science Production Company Trifle Ltd.
85.198.134.56;54;Science Production Company Trifle Ltd.
85.207.0.57;47;RADIOKOMUNIKACE a.s.
85.209.11.27;58;LLC Baxet
85.209.11.226;36;LLC Baxet
85.209.11.241;24;LLC Baxet
85.209.11.254;58;LLC Baxet
85.223.143.5;29;OJSC Bank Russian Standard
85.223.176.18;17;Kyivstar PJSC
85.223.176.22;33;Kyivstar PJSC
85.223.185.54;42;Kyivstar PJSC
85.223.238.146;46;Kyivstar PJSC
85.233.142.203;16;Rostelecom
85.236.20.50;57;JSC Avantel
85.236.26.130;57;JSC Avantel
85.237.38.39;19;Rostelecom
85.237.46.251;25;Rostelecom
85.237.53.179;51;Rostelecom
85.237.55.200;40;Rostelecom
85.237.61.85;56;Rostelecom
85.237.62.224;51;Rostelecom
85.237.63.4;49;Rostelecom
85.237.63.7;57;Rostelecom
85.237.63.44;41;Rostelecom
85.238.97.20;21;TENET Scientific Production Enterprise LLC
85.249.0.153;44;OOO WestCall Ltd.
86.27.11.0;20;Virgin Media Limited
86.35.221.119;42;Telekom Romania Communication S.A
86.51.149.93;32;Etihad Etisalat, a joint stock company
86.57.137.31;25;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.157.34;32;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.163.171;44;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.163.220;36;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.167.65;57;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.168.207;41;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.178.86;25;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.178.127;30;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.198.250;29;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.207.42;42;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.211.55;57;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.211.63;37;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.211.131;44;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.218.145;32;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.232.53;40;Republican Unitary Telecommunication Enterprise Beltelecom
86.57.249.181;33;Republican Unitary Telecommunication Enterprise Beltelecom
86.98.14.244;32;Emirates Telecommunications Corporation
86.98.16.209;21;Emirates Telecommunications Corporation
86.98.51.98;42;Emirates Telecommunications Corporation
86.98.67.8;15;Emirates Telecommunications Corporation
86.98.74.227;32;Emirates Telecommunications Corporation
86.98.74.229;40;Emirates Telecommunications Corporation
86.98.78.238;55;Emirates Telecommunications Corporation
86.98.90.94;17;Emirates Telecommunications Corporation
86.98.152.67;41;Emirates Telecommunications Corporation
86.98.213.160;52;Emirates Telecommunications Corporation
86.99.51.234;26;Emirates Telecommunications Corporation
86.100.243.170;49;UAB Balticum TV
86.102.70.114;57;Rostelecom
86.102.82.42;25;Rostelecom
86.106.212.254;47;Moldtelecom SA
86.148.145.193;16;British Telecommunications PLC
86.212.29.237;40;Orange
86.220.68.209;34;Orange
87.0.208.89;19;Telecom Italia
87.26.89.234;18;Telecom Italia
87.26.137.185;53;Telecom Italia
87.27.38.143;22;Telecom Italia
87.27.134.68;20;Telecom Italia
87.27.183.148;46;Telecom Italia
87.76.12.62;45;Telecom.ru Ltd
87.76.14.51;35;Telecom.ru Ltd
87.76.32.27;52;Eurasia Star Ltd.
87.101.137.126;38;Integrated Telecom Co. Ltd
87.101.142.137;18;Integrated Telecom Co. Ltd
87.101.142.140;24;Integrated Telecom Co. Ltd
87.101.182.218;56;Integrated Telecom Co. Ltd
87.103.133.6;51;Rostelecom
87.103.133.196;51;Rostelecom
87.103.134.133;39;Rostelecom
87.103.170.45;48;Rostelecom
87.103.173.129;17;Rostelecom
87.103.173.130;19;Rostelecom
87.103.174.241;53;Rostelecom
87.103.192.111;55;Rostelecom
87.103.192.220;25;Rostelecom
87.103.211.170;56;Rostelecom
87.103.234.117;18;Rostelecom
87.107.5.45;59;Shiraz University
87.107.30.50;50;Respina Networks & Beyond PJSC
87.107.101.249;35;Pars Way Shomal Company Ltd
87.117.1.211;45;Rostelecom
87.117.2.240;45;Rostelecom
87.117.21.99;42;Rostelecom
87.117.42.226;49;Rostelecom
87.117.163.100;56;Rostelecom
87.117.183.108;18;Rostelecom
87.191.167.222;46;Deutsche Telekom AG
87.225.88.139;50;Rostelecom
87.225.106.199;53;Rostelecom
87.226.169.122;34;Rostelecom
87.229.225.74;39;PVimpelCom
87.236.49.35;44;Kalaam Telecom Bahrain B.S.C.
87.236.185.55;23;limited liability company Konnectika
87.236.232.121;55;Jordanian Universities Network L.L.C.
87.237.119.91;44;Rostelecom
87.239.25.66;45;Inetcom LLC
87.244.19.18;45;AO Tele-Service Tula
87.245.168.18;24;OJSC Comcor
87.245.183.50;49;OJSC Comcor
87.245.199.202;34;RETN Limited
87.247.28.250;43;Kar-Tel LLC
87.248.49.173;31;Irideos S.p.A.
87.248.174.87;32;StarNet Solutii SRL
87.248.174.91;54;StarNet Solutii SRL
87.248.174.92;27;StarNet Solutii SRL
87.248.174.94;34;StarNet Solutii SRL
87.249.7.9;49;OOO Suntel
87.251.75.64;59;IP Oleinichenko Denis
87.251.75.108;33;IP Oleinichenko Denis
87.251.75.120;59;IP Oleinichenko Denis
87.251.75.145;59;IP Oleinichenko Denis
87.251.75.179;40;IP Oleinichenko Denis
87.251.84.60;29;Nemtcov Nikolai Alexandrovich
87.255.201.17;26;NLS Kazakhstan LLC
87.255.208.66;44;JSC Transtelecom
88.30.24.176;27;Telefonica De Espana
88.80.33.130;39;MTS PJSC
88.83.200.104;59;Rostelecom
88.116.11.226;22;A1 Telekom Austria AG
88.118.7.156;36;Telia Lietuva, AB
88.118.119.126;15;Telia Lietuva, AB
88.135.48.149;57;MAN net Ltd.
88.135.60.86;26;MAN net Ltd.
88.147.141.187;22;Rostelecom
88.147.150.27;55;Rostelecom
88.147.151.20;49;Rostelecom
88.147.188.64;54;Rostelecom
88.147.190.132;20;Rostelecom
88.151.143.246;31;INEA S.A.
88.159.39.7;20;KPN B.V.
88.161.165.119;22;Free SAS
88.172.191.52;58;Free SAS
88.200.137.203;44;Rostelecom
88.200.223.126;45;Rostelecom
88.201.12.37;29;Bahrain Telecommunications Company (BATELCO) B.S.C.
88.204.58.208;49;JSC ER-Telecom Holding
88.204.141.90;48;JSC Kazakhtelecom
88.204.166.246;53;JSC Kazakhtelecom
88.204.184.34;55;JSC Kazakhtelecom
88.204.200.110;25;JSC Kazakhtelecom
88.204.255.142;44;JSC Kazakhtelecom
88.205.172.18;47;Rostelecom
88.214.25.57;24;
88.215.176.85;49;Rostelecom
88.225.229.253;23;Turk Telekom
88.225.231.54;45;Turk Telekom
88.225.233.76;30;Turk Telekom
88.226.127.168;22;Turk Telekom
88.233.36.128;24;Turk Telekom
88.240.144.54;18;Turk Telekom
88.247.10.14;49;Turk Telekom
88.247.49.83;20;Turk Telekom
88.247.53.201;15;Turk Telekom
88.247.55.208;40;Turk Telekom
88.247.64.183;37;Turk Telekom
88.247.88.78;20;Turk Telekom
88.247.119.223;27;Turk Telekom
88.247.124.132;49;Turk Telekom
88.247.138.65;27;Turk Telekom
88.247.144.21;46;Turk Telekom
88.247.158.55;34;Turk Telekom
88.247.193.208;58;Turk Telekom
88.247.200.17;50;Turk Telekom
88.247.203.226;19;Turk Telekom
88.247.205.131;45;Turk Telekom
88.248.16.100;16;Turk Telekom
88.248.21.192;46;Turk Telekom
88.248.49.231;38;Turk Telekom
88.248.135.117;56;Turk Telekom
88.248.139.52;44;Turk Telekom
88.248.165.66;43;Turk Telekom
88.248.168.203;20;Turk Telekom
88.248.170.108;52;Turk Telekom
88.248.189.107;18;Turk Telekom
88.249.2.167;33;Turk Telekom
88.249.30.81;38;Turk Telekom
88.249.38.18;26;Turk Telekom
88.249.59.14;28;Turk Telekom
88.249.150.211;15;Turk Telekom
88.250.13.10;37;Turk Telekom
88.250.46.123;55;Turk Telekom
88.250.48.246;17;Turk Telekom
88.250.57.47;33;Turk Telekom
88.250.107.71;41;Turk Telekom
88.250.129.185;52;Turk Telekom
88.250.162.157;52;Turk Telekom
88.250.186.238;40;Turk Telekom
88.250.248.250;52;Turk Telekom
88.250.255.123;58;Turk Telekom
88.255.84.68;41;Turk Telekom
88.255.148.98;30;Turk Telekom
88.255.148.100;21;Turk Telekom
89.7.216.34;18;Vodafone Spain
89.17.56.30;30;Rusphone OOO
89.17.63.7;54;Rusphone OOO
89.22.151.96;49;Bitrace telecom Ltd.
89.22.254.176;56;Yalta-TV KOM Ltd.
89.22.255.13;42;Yalta-TV KOM Ltd.
89.24.97.41;28;T-Mobile Czech Republic a.s.
89.36.164.97;25;Kar-Tel LLC
89.38.22.2;31;Procono S.A.
89.40.61.82;44;Kar-Tel LLC
89.40.246.125;54;Iran Telecommunication Company PJS
89.42.77.169;29;Moldtelecom SA
89.96.67.161;50;Fastweb
89.106.17.140;45;Grid Bilisim Teknolojileri A.S.
89.106.31.45;25;Grid Bilisim Teknolojileri A.S.
89.106.169.254;23;JSC Mastertel
89.106.172.202;32;JSC Mastertel
89.107.114.122;54;Closed Joint Stock Company Radiotelephone
89.108.72.60;53;Domain names registrar REG.RU, Ltd
89.109.9.169;50;Rostelecom
89.109.11.214;38;Rostelecom
89.109.12.140;37;Rostelecom
89.109.13.174;31;Rostelecom
89.109.13.197;56;Rostelecom
89.109.21.34;34;Rostelecom
89.109.21.249;45;Rostelecom
89.109.22.250;22;Rostelecom
89.109.32.114;57;Rostelecom
89.109.32.120;35;Rostelecom
89.109.32.156;23;Rostelecom
89.109.34.173;53;Rostelecom
89.109.35.101;44;Rostelecom
89.109.35.233;49;Rostelecom
89.109.36.47;39;Rostelecom
89.109.40.218;37;Rostelecom
89.109.40.225;37;Rostelecom
89.109.41.165;29;Rostelecom
89.109.43.18;16;Rostelecom
89.109.44.243;20;Rostelecom
89.109.45.121;22;Rostelecom
89.109.47.161;24;Rostelecom
89.109.49.232;22;Rostelecom
89.109.51.24;15;Rostelecom
89.109.54.215;50;Rostelecom
89.109.55.22;44;Rostelecom
89.109.55.238;55;Rostelecom
89.109.58.223;37;Rostelecom
89.109.60.179;15;Rostelecom
89.109.133.94;56;Rostelecom
89.109.233.217;56;Rostelecom
89.109.240.119;43;Rostelecom
89.114.157.83;53;Vodafone Portugal - Communicacoes Pessoais S.A.
89.147.199.142;21;Az.StarNet LLC
89.147.203.34;49;Az.StarNet LLC
89.152.15.173;42;Nos Comunicacoes, S.A.
89.169.0.98;23;OOO Trivon Networks
89.169.9.11;16;OOO Trivon Networks
89.175.56.150;48;MTS PJSC
89.175.192.42;46;MTS PJSC
89.185.70.17;59;Imeretinskay Riviera LLC
89.187.43.211;23;Scientific-Production Center Monitoring, Ltd
89.187.178.147;43;Datacamp Limited
89.189.130.26;24;JSC Ufanet
89.189.148.74;44;JSC Ufanet
89.189.149.141;51;JSC Ufanet
89.189.154.112;51;JSC Ufanet
89.190.156.234;31;Alsycon B.V.
89.207.68.182;39;Svyazist LLC
89.207.93.137;26;CJSC City Telecom
89.207.93.225;35;CJSC City Telecom
89.207.108.28;32;Amt Services srl
89.208.16.141;54;LLC Digital Network
89.208.116.78;28;MXTel Ltd.
89.216.102.147;26;Serbia BroadBand-Srpske Kablovske mreze d.o.o.
89.216.115.87;40;Serbia BroadBand-Srpske Kablovske mreze d.o.o.
89.218.27.146;49;JSC Kazakhtelecom
89.218.32.181;50;JSC Kazakhtelecom
89.218.32.187;36;JSC Kazakhtelecom
89.218.78.228;43;JSC Kazakhtelecom
89.218.146.18;28;JSC Kazakhtelecom
89.218.146.98;53;JSC Kazakhtelecom
89.218.146.134;23;JSC Kazakhtelecom
89.218.158.34;54;JSC Kazakhtelecom
89.218.158.196;47;JSC Kazakhtelecom
89.218.177.218;57;JSC Kazakhtelecom
89.218.190.137;33;JSC Kazakhtelecom
89.218.247.134;39;JSC Kazakhtelecom
89.218.251.46;22;JSC Kazakhtelecom
89.222.197.230;49;Netorn LLC
89.222.240.66;37;Netorn LLC
89.228.10.186;42;Multimedia Polska Sp. z o.o.
89.232.37.23;59;Magticom Ltd.
89.232.91.6;55;Pjsc tattelecom
89.232.100.186;17;Pjsc tattelecom
89.232.104.254;34;Pjsc tattelecom
89.232.192.75;48;Rostelecom
89.237.14.47;48;Joint Stock Company TransTeleCom
89.237.14.100;47;Joint Stock Company TransTeleCom
89.237.22.143;37;Joint Stock Company TransTeleCom
89.237.37.140;33;Joint Stock Company TransTeleCom
89.239.138.54;30;Rostelecom
89.248.170.88;52;IP Volume inc
89.248.174.182;21;IP Volume inc
89.249.108.98;46;Financijska agencija
89.251.159.140;34;OJSC Tatmedia
89.251.159.162;36;OJSC Tatmedia
89.251.159.172;50;OJSC Tatmedia
90.11.136.229;17;Orange
90.12.20.240;55;Orange
90.90.112.181;35;Orange
90.110.183.213;52;Orange
90.150.16.66;34;Rostelecom
90.150.39.187;29;Rostelecom
90.150.52.19;35;Rostelecom
90.150.151.134;58;Rostelecom
90.150.151.178;53;Rostelecom
90.150.156.14;37;Rostelecom
90.150.156.110;50;Rostelecom
90.150.187.66;48;Rostelecom
90.150.227.86;49;Rostelecom
90.151.59.205;42;Rostelecom
90.151.104.2;55;Rostelecom
90.151.105.34;36;Rostelecom
90.151.105.35;49;Rostelecom
90.151.105.36;38;Rostelecom
90.151.105.50;17;Rostelecom
90.151.105.54;48;Rostelecom
90.151.105.94;50;Rostelecom
90.151.171.106;45;Rostelecom
90.151.171.108;44;Rostelecom
90.151.249.180;24;Rostelecom
90.154.41.74;40;Rostelecom
90.154.127.19;53;Rostelecom
90.157.4.4;26;Rostelecom
90.166.168.236;18;Orange Espagne SA
90.183.166.91;57;O2 Czech Republic, a.s.
90.188.12.216;55;Rostelecom
90.188.16.20;35;Rostelecom
90.188.29.182;55;Rostelecom
90.188.36.96;24;Rostelecom
90.188.38.150;36;Rostelecom
90.188.39.195;34;Rostelecom
90.188.44.97;31;Rostelecom
90.188.249.129;31;Rostelecom
90.189.112.107;49;Rostelecom
90.189.113.171;46;Rostelecom
90.189.158.22;59;Rostelecom
90.189.208.138;52;Rostelecom
91.92.132.141;29;Iran Telecommunication Company PJS
91.92.187.114;41;Iran Telecommunication Company PJS
91.92.240.127;16;Natskovi & Sie Ltd.
91.92.240.150;38;Natskovi & Sie Ltd.
91.92.241.224;38;Natskovi & Sie Ltd.
91.92.244.78;56;Natskovi & Sie Ltd.
91.92.245.67;58;Natskovi & Sie Ltd.
91.92.246.110;58;Natskovi & Sie Ltd.
91.92.249.5;31;Natskovi & Sie Ltd.
91.92.249.130;45;Natskovi & Sie Ltd.
91.92.250.119;56;
91.92.252.34;20;
91.92.252.45;56;
91.92.252.69;53;
91.92.255.196;27;
91.93.44.136;56;Tellcom Iletisim Hizmetleri A.s.
91.93.68.38;48;Tellcom Iletisim Hizmetleri A.s.
91.93.200.2;18;Tellcom Iletisim Hizmetleri A.s.
91.98.13.161;29;Pars Online PJS
91.98.32.135;22;Pars Online PJS
91.98.47.139;16;Pars Online PJS
91.98.141.130;54;Pars Online PJS
91.98.215.69;21;Pars Online PJS
91.106.34.130;40;Hala Al Rafidain Company for Communications and Internet LTD.
91.107.10.32;54;AVK-computer ltd
91.107.10.129;56;AVK-computer ltd
91.107.10.248;18;AVK-computer ltd
91.108.32.92;20;ZAO ElectronTelecom
91.108.128.114;40;Rayaneh Gostar Farzanegan Ahwaz Company LTD.
91.122.31.53;51;Rostelecom
91.122.193.147;54;Rostelecom
91.122.198.214;56;Rostelecom
91.135.196.224;34;Radiobaylanys LLP
91.135.241.206;38;Aztelekom
91.135.242.176;38;Aztelekom
91.135.244.200;56;Aztelekom
91.135.248.4;33;Aztelekom
91.144.21.170;57;Syrian Telecom
91.144.22.18;35;Syrian Telecom
91.144.22.178;27;Syrian Telecom
91.145.60.213;15;Helsinge Net Ovanaker AB
91.147.40.118;32;Rostelecom
91.147.40.194;30;Rostelecom
91.147.91.230;21;Mobile Business Solution MBS LLP
91.147.99.57;18;Mobile Business Solution MBS LLP
91.147.102.121;49;Mobile Business Solution MBS LLP
91.151.130.78;15;JSC Silknet
91.185.16.106;37;JSC Transtelecom
91.185.16.130;34;JSC Transtelecom
91.185.21.41;41;JSC Transtelecom
91.185.31.58;39;JSC Transtelecom
91.185.45.108;28;Irkutsk Business Net
91.185.47.253;59;Irkutsk Business Net
91.185.48.163;51;Irkutsk Business Net
91.185.49.110;34;Irkutsk Business Net
91.185.57.173;24;Irkutsk Business Net
91.185.57.186;15;Irkutsk Business Net
91.185.60.43;21;Irkutsk Business Net
91.185.62.76;28;Irkutsk Business Net
91.185.236.166;35;Rostelecom
91.185.237.251;37;Rostelecom
91.185.250.138;54;Rostelecom
91.187.110.138;57;IPKO Telecommunications LLC
91.187.118.146;55;IPKO Telecommunications LLC
91.190.52.43;44;SIA BITE Latvija
91.191.180.110;19;LLC RossTel
91.191.209.202;57;L&L Investment Ltd.
91.191.209.206;56;L&L Investment Ltd.
91.192.138.55;16;LLC Global-City-Net
91.193.131.76;58;Ukrchermetavtomatika LLC
91.194.57.22;24;Joint Ukrainian-American enterprise Ewropol with legal form Ltd
91.196.36.66;22;BioNet LLC
91.198.153.250;52;Corporacia Hlebnitsa LLC
91.200.53.135;58;PP NVF Sistema i Tehnika
91.201.233.120;40;Kalita Roman Bogdanovych
91.203.0.8;45;Novaya Sibir Plus Ltd.
91.203.177.17;52;MAN net Ltd.
91.203.237.82;53;INNOR Ltd.
91.204.222.226;25;Telepoint Ltd
91.205.10.227;18;A2 Ltd
91.205.49.24;19;FastNet Ltd.
91.205.130.56;21;LTD Erline
91.205.130.163;40;LTD Erline
91.205.168.153;15;PJSC MegaFon
91.205.190.74;41;Timer, LLC
91.205.243.40;19;Chita-On-Line Ltd.
91.207.24.204;20;Filanco LLC
91.209.59.245;19;JSC Telsi
91.210.86.35;59;Fortex Cjsc
91.210.197.161;28;Yamal-Soft 2003 Ltd.
91.211.181.221;25;Accord Telecom Ltd.
91.214.128.44;48;Ardinvest LTD
91.214.140.198;40;PE Dyatlov Sergey Vladimirovich
91.214.223.7;58;Teleseti Ltd
91.215.147.174;29;Ukrainian Telecommunication Group LLC
91.215.147.238;43;Ukrainian Telecommunication Group LLC
91.217.38.30;42;myNet GmbH
91.218.88.46;15;Private Enterprise RadioNet
91.218.91.130;34;Private Enterprise RadioNet
91.218.161.19;19;Opened Joint Stock Company Tojiktelecom
91.218.163.228;24;Opened Joint Stock Company Tojiktelecom
91.218.243.143;49;Virtuaoperator Sp. z o.o.
91.219.6.137;51;Inforoom Ltd.
91.219.24.75;54;System Service Ltd.
91.219.57.92;26;Link Telecom NN Ltd.
91.219.98.105;45;Alfatel plus Ltd
91.219.164.69;24;Mikron-Media LLC
91.220.230.136;43;Ternivske Telebachennya LTD
91.221.6.131;20;SPD Antipov O.V.
91.221.175.230;31;Tele-Mag Ltd.
91.223.6.136;50;Fhup turbo
91.223.128.254;25;IT Ltd.
91.223.169.83;56;Telinea d.o.o.
91.223.169.88;57;Telinea d.o.o.
91.223.188.219;29;Main Department of Internal Affairs of the Samara region
91.224.92.42;30;Tele Asia Limited
91.225.77.170;45;SkyNetwork Ltd.
91.225.162.51;16;SPD Chernega Aleksandr Anatolevich
